OBJECTID,X_Origin,Y_Origin,X_Projected,Y_Projected
145,113.643103,22.5665381,113.65460796686,22.569838527513
146,113.6440846,22.5665381,113.65559392545,22.569832190751
147,113.6450663,22.5665381,113.65657814051,22.569824253361
148,113.646048,22.5665381,113.65756523511,22.56982256543
149,113.6470296,22.5665381,113.65854730214,22.569807150617
150,113.6480113,22.5665381,113.65953496236,22.56980288899
151,113.6489929,22.5665381,113.66052330403,22.569796018531
152,113.6499746,22.5665381,113.66150388678,22.569782605296
153,113.6509563,22.5665381,113.66248922202,22.569772027037
154,113.6519379,22.5665381,113.66347929656,22.569756169119
155,113.628378,22.56743404,113.63987418013,22.570723150789
156,113.6293597,22.56743404,113.64085644007,22.570734340096
157,113.6303413,22.56743404,113.64183073365,22.570737575238
158,113.631323,22.56743404,113.64281495631,22.57073862388
159,113.6323046,22.56743404,113.64380018133,22.57075099376
160,113.6332863,22.56743404,113.64477852198,22.570750243906
161,113.634268,22.56743404,113.64576491197,22.570755119044
162,113.6352496,22.56743404,113.64674442043,22.570750404944
163,113.6362313,22.56743404,113.64773198149,22.570750753946
164,113.637213,22.56743404,113.64870751357,22.57075293303
165,113.6381946,22.56743404,113.64969598106,22.570757175654
166,113.6391763,22.56743404,113.65067647508,22.570752954355
167,113.640158,22.56743404,113.65165850266,22.570750021886
168,113.6411396,22.56743404,113.65264858114,22.570749434139
169,113.6421213,22.56743404,113.65363040488,22.570741523523
170,113.643103,22.56743404,113.65461266621,22.570732775045
171,113.6440846,22.56743404,113.65559373414,22.570725932671
172,113.6450663,22.56743404,113.65658419997,22.570718482438
173,113.646048,22.56743404,113.6575672187,22.57071710172
174,113.6470296,22.56743404,113.65854875047,22.570709831468
175,113.6480113,22.56743404,113.65953966463,22.570696850386
176,113.6489929,22.56743404,113.66052582507,22.570683491582
177,113.6499746,22.56743404,113.66150641059,22.570672519163
178,113.6509563,22.56743404,113.66249637712,22.570669204269
179,113.6519379,22.56743404,113.66347421294,22.57065459738
180,113.6529196,22.56743404,113.66446195712,22.570643088854
181,113.6539013,22.56743404,113.66544789775,22.570626191652
182,113.6273963,22.56832997,113.63888539631,22.57161130152
183,113.628378,22.56832997,113.63986667389,22.571624156917
184,113.6293597,22.56832997,113.6408548871,22.571628329958
185,113.6303413,22.56832997,113.64183785237,22.571630518999
186,113.631323,22.56832997,113.64281774732,22.571640229689
187,113.6323046,22.56832997,113.64380214845,22.571641742995
188,113.6332863,22.56832997,113.64477995603,22.571650216219
189,113.634268,22.56832997,113.64576634072,22.571649664435
190,113.6352496,22.56832997,113.64674123993,22.571647393038
191,113.6362313,22.56832997,113.64773097705,22.571653983549
192,113.637213,22.56832997,113.6487149149,22.571649363536
193,113.6381946,22.56832997,113.64969034816,22.571646856602
194,113.6391763,22.56832997,113.65067573275,22.571647777092
195,113.640158,22.56832997,113.65166292228,22.571648077091
196,113.6411396,22.56832997,113.65264484585,22.571639121648
197,113.6421213,22.56832997,113.6536299382,22.571641232522
198,113.643103,22.56832997,113.65461817898,22.57163542553
199,113.6440846,22.56832997,113.65559679724,22.571623444356
200,113.6450663,22.56832997,113.65658644687,22.571614643115
201,113.646048,22.56832997,113.65756565557,22.571608143498
202,113.6470296,22.56832997,113.65855289452,22.571599729602
203,113.6480113,22.56832997,113.65953457137,22.571592819374
204,113.6489929,22.56832997,113.66052345076,22.571579974849
205,113.6499746,22.56832997,113.66151110714,22.571569457967
206,113.6509563,22.56832997,113.66249263812,22.571561639937
207,113.6519379,22.56832997,113.66347891266,22.571553702073
208,113.6529196,22.56832997,113.66446774259,22.571539191213
209,113.6539013,22.56832997,113.66544878976,22.571525620378
210,113.6548829,22.56832997,113.66643538084,22.571516632769
211,113.6264147,22.5692259,113.63790706656,22.572504109439
212,113.6273963,22.5692259,113.63889467661,22.572513770409
213,113.628378,22.5692259,113.63986944442,22.572517897144
214,113.6293597,22.5692259,113.64085169904,22.572525022303
215,113.6303413,22.5692259,113.64183900257,22.572529675344
216,113.631323,22.5692259,113.64281970729,22.572535861355
217,113.6323046,22.5692259,113.64379814681,22.57254061483
218,113.6332863,22.5692259,113.64478327063,22.572544220078
219,113.634268,22.5692259,113.64576152351,22.572548544665
220,113.6352496,22.5692259,113.64674510672,22.572550345835
221,113.6362313,22.5692259,113.64773429187,22.572546895389
222,113.637213,22.5692259,113.64871063391,22.57254473112
223,113.6381946,22.5692259,113.64969529569,22.572543014926
224,113.6391763,22.5692259,113.65067634099,22.572547747247
225,113.640158,22.5692259,113.65166243486,22.572538285188
226,113.6411396,22.5692259,113.6526459951,22.57253691863
227,113.6421213,22.5692259,113.65363027099,22.572537406663
228,113.643103,22.5692259,113.6546122555,22.572523506726
229,113.6440846,22.5692259,113.65560392858,22.57252553263
230,113.6450663,22.5692259,113.65658814314,22.572515690106
231,113.646048,22.5692259,113.6575657228,22.572510833738
232,113.6470296,22.5692259,113.65855649293,22.572499669982
233,113.6480113,22.5692259,113.65953544565,22.572486819377
234,113.6489929,22.5692259,113.66052107141,22.572483510076
235,113.6499746,22.5692259,113.66151090144,22.572471339973
236,113.6509563,22.5692259,113.66249950256,22.572462072297
237,113.6519379,22.5692259,113.66348305031,22.572446571568
238,113.6529196,22.5692259,113.6644667137,22.572434032564
239,113.6539013,22.5692259,113.66545320356,22.572421738134
240,113.6548829,22.5692259,113.66643570878,22.572407927894
241,113.6558646,22.5692259,113.66742374498,22.572392767387
242,113.6568463,22.5692259,113.6684075122,22.572380519286
243,113.6264147,22.57012183,113.63791226132,22.573398682975
244,113.6273963,22.57012183,113.63888767878,22.573405271815
245,113.628378,22.57012183,113.63987491561,22.573416806061
246,113.6293597,22.57012183,113.64085743962,22.573421486715
247,113.6303413,22.57012183,113.64183471557,22.573426092626
248,113.631323,22.57012183,113.64281379305,22.573432549076
249,113.6323046,22.57012183,113.6437968424,22.573439219277
250,113.6332863,22.57012183,113.64477789052,22.573434951939
251,113.634268,22.57012183,113.64576454991,22.573438744932
252,113.6352496,22.57012183,113.64674541911,22.573438916959
253,113.6362313,22.57012183,113.64773379643,22.573441979657
254,113.637213,22.57012183,113.64871068153,22.57344035811
255,113.6381946,22.57012183,113.64969697589,22.573442978832
256,113.6391763,22.57012183,113.65068045497,22.573437662008
257,113.640158,22.57012183,113.65166520483,22.573441769541
258,113.6411396,22.57012183,113.6526463163,22.573435260148
259,113.6421213,22.57012183,113.65363520312,22.573428935406
260,113.643103,22.57012183,113.65461801254,22.573424522194
261,113.6440846,22.57012183,113.65559881142,22.573419850359
262,113.6450663,22.57012183,113.65658465305,22.573407284744
263,113.646048,22.57012183,113.65757092693,22.573399633366
264,113.6470296,22.57012183,113.65855001116,22.573391031471
265,113.6480113,22.57012183,113.65953657883,22.573381627556
266,113.6489929,22.57012183,113.66052628018,22.573375013424
267,113.6499746,22.57012183,113.66151230825,22.573367772234
268,113.6509563,22.57012183,113.66249981456,22.57335119301
269,113.6519379,22.57012183,113.66348608616,22.57333945341
270,113.6529196,22.57012183,113.66446430897,22.57332699154
271,113.6539013,22.57012183,113.66545542978,22.573320870132
272,113.6548829,22.57012183,113.66644364516,22.573302630149
273,113.6558646,22.57012183,113.66742732917,22.573288620756
274,113.6568463,22.57012183,113.66841653826,22.573274926621
275,113.6578279,22.57012183,113.66939357469,22.573261876929
276,113.625433,22.57101777,113.63693026954,22.574289018181
277,113.6264147,22.57101777,113.63791310531,22.574291592021
278,113.6273963,22.57101777,113.6388942174,22.574304460369
279,113.628378,22.57101777,113.63987819942,22.574311357694
280,113.6293597,22.57101777,113.64085503558,22.574318720067
281,113.6303413,22.57101777,113.64183529513,22.57432632608
282,113.631323,22.57101777,113.642820876,22.57433009152
283,113.6323046,22.57101777,113.64380527597,22.574330247752
284,113.6332863,22.57101777,113.64478362539,22.574338449939
285,113.634268,22.57101777,113.64577001008,22.57433762585
286,113.6352496,22.57101777,113.64674491062,22.574336438756
287,113.6362313,22.57101777,113.64773437322,22.574339772701
288,113.637213,22.57101777,113.64871126208,22.574342221168
289,113.6381946,22.57101777,113.64969266829,22.57434241502
290,113.6391763,22.57101777,113.65068537223,22.574332182907
291,113.640158,22.57101777,113.6516649619,22.574334412397
292,113.6411396,22.57101777,113.65264879178,22.574330873007
293,113.6421213,22.57101777,113.65363659625,22.574328623743
294,113.643103,22.57101777,113.65462130362,22.57432012623
295,113.6440846,22.57101777,113.65559938682,22.574316559968
296,113.6450663,22.57101777,113.65658441506,22.574305901162
297,113.646048,22.57101777,113.65756688342,22.57429801657
298,113.6470296,22.57101777,113.6585568445,22.57429364478
299,113.6480113,22.57101777,113.65954069331,22.574283181887
300,113.6489929,22.57101777,113.66052957608,22.574273048085
301,113.6499746,22.57101777,113.66151342356,22.574260135045
302,113.6509563,22.57101777,113.66249468156,22.574251235465
303,113.6519379,22.57101777,113.66348721269,22.574243482563
304,113.6529196,22.57101777,113.66446434262,22.574225881165
305,113.6539013,22.57101777,113.66545491254,22.574212714003
306,113.6548829,22.57101777,113.6664368796,22.574205152442
307,113.6558646,22.57101777,113.66743117508,22.574190164375
308,113.6568463,22.57101777,113.66840976476,22.574170129688
309,113.6578279,22.57101777,113.66940176871,22.574155749166
310,113.6588096,22.57101777,113.67038839886,22.574145470305
311,113.6597913,22.57101777,113.67136936569,22.574131207077
312,113.625433,22.5719137,113.63693678032,22.575178987883
313,113.6264147,22.5719137,113.63790987211,22.575187722027
314,113.6273963,22.5719137,113.63889612717,22.575197102094
315,113.628378,22.5719137,113.63987414906,22.575204505186
316,113.6293597,22.5719137,113.64085234073,22.575213506681
317,113.6303413,22.5719137,113.64184073169,22.575222235787
318,113.631323,22.5719137,113.64281709097,22.575219997053
319,113.6323046,22.5719137,113.643799874,22.575231820097
320,113.6332863,22.5719137,113.6447868921,22.575231359255
321,113.634268,22.5719137,113.64576649543,22.575229443385
322,113.6352496,22.5719137,113.64674872258,22.575231242676
323,113.6362313,22.5719137,113.64773492965,22.575234577774
324,113.637213,22.5719137,113.64871045875,22.575234044851
325,113.6381946,22.5719137,113.64969919176,22.575232590123
326,113.6391763,22.5719137,113.6506848439,22.575228349564
327,113.640158,22.5719137,113.65166796159,22.575228935337
328,113.6411396,22.5719137,113.65265424074,22.575230535142
329,113.6421213,22.5719137,113.65363008696,22.575219949349
330,113.643103,22.5719137,113.65461697124,22.575216596992
331,113.6440846,22.5719137,113.65560537709,22.575211322226
332,113.6450663,22.5719137,113.6565887817,22.575207185591
333,113.646048,22.5719137,113.65756962012,22.575199585536
334,113.6470296,22.5719137,113.65855821854,22.575191156866
335,113.6480113,22.5719137,113.65953689889,22.57517749598
336,113.6489929,22.5719137,113.66052278805,22.575165230635
337,113.6499746,22.5719137,113.66150990647,22.575161506221
338,113.6509563,22.5719137,113.66249931947,22.575148160168
339,113.6519379,22.5719137,113.66348830963,22.575134756281
340,113.6529196,22.5719137,113.66447333753,22.575126265904
341,113.6539013,22.5719137,113.66545302421,22.57511190027
342,113.6548829,22.5719137,113.66643743713,22.575101317793
343,113.6558646,22.5719137,113.66743172624,22.575079275607
344,113.6568463,22.5719137,113.66841059968,22.575071717198
345,113.6578279,22.5719137,113.6693955225,22.575052027682
346,113.6588096,22.5719137,113.67039058583,22.575037267384
347,113.6597913,22.5719137,113.67137236791,22.575021361874
348,113.6607729,22.5719137,113.67236263941,22.575009413552
349,113.6244513,22.57280963,113.63595599294,22.576069620504
350,113.625433,22.57280963,113.63693353044,22.576077281274
351,113.6264147,22.57280963,113.63791258193,22.576087963992
352,113.6273963,22.57280963,113.63889287238,22.576091603777
353,113.628378,22.57280963,113.63987659009,22.576106641491
354,113.6293597,22.57280963,113.64085802605,22.576106976224
355,113.6303413,22.57280963,113.64184018581,22.576117844895
356,113.631323,22.57280963,113.64281898715,22.576118328782
357,113.6323046,22.57280963,113.64379877895,22.576120376084
358,113.6332863,22.57280963,113.64478932577,22.576123992185
359,113.634268,22.57280963,113.64577164881,22.576129944702
360,113.6352496,22.57280963,113.64674926563,22.576132555268
361,113.6362313,22.57280963,113.6477300435,22.576133183964
362,113.637213,22.57280963,113.64871235198,22.576128029527
363,113.6381946,22.57280963,113.64970163313,22.576132269785
364,113.6391763,22.57280963,113.65068131281,22.576127779887
365,113.640158,22.57280963,113.65166578343,22.576124021918
366,113.6411396,22.57280963,113.65264662731,22.576122128108
367,113.6421213,22.57280963,113.65363660209,22.576117697339
368,113.643103,22.57280963,113.65462158153,22.576109741836
369,113.6440846,22.57280963,113.65560346815,22.576105874084
370,113.6450663,22.57280963,113.65659013335,22.576101710198
371,113.646048,22.57280963,113.65757613408,22.576091888602
372,113.6470296,22.57280963,113.6585535876,22.576083030534
373,113.6480113,22.57280963,113.65954450828,22.576076561259
374,113.6489929,22.57280963,113.66052985441,22.576064026381
375,113.6499746,22.57280963,113.66151479506,22.576057069455
376,113.6509563,22.57280963,113.66249931178,22.576042429134
377,113.6519379,22.57280963,113.66348476841,22.576032059165
378,113.6529196,22.57280963,113.6644695228,22.576022489843
379,113.6539013,22.57280963,113.66545927341,22.576005263266
380,113.6548829,22.57280963,113.66644314074,22.575992516015
381,113.6558646,22.57280963,113.66742519663,22.57598368876
382,113.6568463,22.57280963,113.66841576099,22.575964005409
383,113.6578279,22.57280963,113.66940504911,22.5759556374
384,113.6588096,22.57280963,113.67038405394,22.57594060304
385,113.6597913,22.57280963,113.67137862284,22.575917697082
386,113.6607729,22.57280963,113.67235664603,22.575906774344
387,113.6617546,22.57280963,113.67334858723,22.57589216099
388,113.6627363,22.57280963,113.67433511325,22.575876951
389,113.6234697,22.57370556,113.63497641326,22.576951350136
390,113.6244513,22.57370556,113.63595190903,22.576966542283
391,113.625433,22.57370556,113.63693540537,22.576976428373
392,113.6264147,22.57370556,113.63791201783,22.576985463465
393,113.6273963,22.57370556,113.638896372,22.576989675022
394,113.628378,22.57370556,113.63987222433,22.576995166982
395,113.6293597,22.57370556,113.6408582769,22.577007739137
396,113.6303413,22.57370556,113.64184422596,22.577012926847
397,113.631323,22.57370556,113.64281842347,22.577018004644
398,113.6323046,22.57370556,113.6438082449,22.577017636063
399,113.6332863,22.57370556,113.64478957345,22.577021772573
400,113.634268,22.57370556,113.64576836716,22.57702419625
401,113.6352496,22.57370556,113.64675005148,22.577025724114
402,113.6362313,22.57370556,113.64773056152,22.577030422842
403,113.637213,22.57370556,113.64871775775,22.577028514109
404,113.6381946,22.57370556,113.64970323861,22.577031676368
405,113.6391763,22.57370556,113.65068699186,22.577028526331
406,113.640158,22.57370556,113.6516668481,22.577025600173
407,113.6411396,22.57370556,113.65265067273,22.57701609232
408,113.6421213,22.57370556,113.65363820725,22.577016015764
409,113.643103,22.57370556,113.65462237379,22.577010236118
410,113.6440846,22.57370556,113.65560425449,22.57699958549
411,113.6450663,22.57370556,113.65658412792,22.576997924668
412,113.646048,22.57370556,113.65757420698,22.576990781584
413,113.6470296,22.57370556,113.65855519473,22.576982702227
414,113.6480113,22.57370556,113.65954203195,22.576970038067
415,113.6489929,22.57370556,113.66053172884,22.576957996042
416,113.6499746,22.57370556,113.66151666936,22.576950767054
417,113.6509563,22.57370556,113.66249547637,22.576938100942
418,113.6519379,22.57370556,113.66348175018,22.576929621609
419,113.6529196,22.57370556,113.66446867887,22.576918123849
420,113.6539013,22.57370556,113.66545815836,22.576901987451
421,113.6548829,22.57370556,113.66644311326,22.5768884104
422,113.6558646,22.57370556,113.66743305448,22.576872404335
423,113.6568463,22.57370556,113.66841601017,22.576865051013
424,113.6578279,22.57370556,113.66940311052,22.576844781442
425,113.6588096,22.57370556,113.67038864713,22.576829094938
426,113.6597913,22.57370556,113.67137887012,22.576816301345
427,113.6607729,22.57370556,113.67236506041,22.576806322048
428,113.6617546,22.57370556,113.67334937447,22.576785600896
429,113.6627363,22.57370556,113.67433780803,22.576772527722
430,113.6637179,22.57370556,113.67532516903,22.576754758667
431,113.6234697,22.5746015,113.63497663828,22.57784749353
432,113.6244513,22.5746015,113.6359537581,22.577862429932
433,113.625433,22.5746015,113.63693454462,22.577870121503
434,113.6264147,22.5746015,113.63791494864,22.577879187223
435,113.6273963,22.5746015,113.63889985207,22.577891811401
436,113.628378,22.5746015,113.63988220335,22.577892456624
437,113.6293597,22.5746015,113.64086256513,22.577903363475
438,113.6303413,22.5746015,113.64184200574,22.577903636672
439,113.631323,22.5746015,113.64282623946,22.577916619007
440,113.6323046,22.5746015,113.6438044073,22.577920827662
441,113.6332863,22.5746015,113.64478627526,22.577922527389
442,113.634268,22.5746015,113.64577211957,22.577924145303
443,113.6352496,22.5746015,113.6467475617,22.577921873814
444,113.6362313,22.5746015,113.64773404055,22.577926839647
445,113.637213,22.5746015,113.64871960672,22.577922218744
446,113.6381946,22.5746015,113.64969612998,22.577924864445
447,113.6391763,22.5746015,113.65068069286,22.577917648609
448,113.640158,22.5746015,113.65166842168,22.577914148201
449,113.6411396,22.5746015,113.65265307136,22.577916572784
450,113.6421213,22.5746015,113.65363978389,22.577907818116
451,113.643103,22.5746015,113.65462340771,22.577902584419
452,113.6440846,22.5746015,113.65560937316,22.577902481287
453,113.6450663,22.5746015,113.65659168451,22.577890756323
454,113.646048,22.5746015,113.65757116504,22.577884254378
455,113.6470296,22.5746015,113.65856058171,22.577879073449
456,113.6480113,22.5746015,113.65954334387,22.577869165033
457,113.6489929,22.5746015,113.66052461459,22.577860750528
458,113.6499746,22.5746015,113.66151716588,22.577850174867
459,113.6509563,22.5746015,113.66250004859,22.577832571235
460,113.6519379,22.5746015,113.66348360017,22.577821142826
461,113.6529196,22.5746015,113.66447570016,22.577812283134
462,113.6539013,22.5746015,113.66545974447,22.577802736182
463,113.6548829,22.5746015,113.6664417037,22.577785949062
464,113.6558646,22.5746015,113.66743083078,22.577772670014
465,113.6568463,22.5746015,113.66842085733,22.577759776725
466,113.6578279,22.5746015,113.66940142787,22.577741513248
467,113.6588096,22.5746015,113.67039241262,22.577731161792
468,113.6597913,22.5746015,113.67137501113,22.577714699774
469,113.6607729,22.5746015,113.67235928887,22.577696615181
470,113.6617546,22.5746015,113.6733523239,22.577687680064
471,113.6627363,22.5746015,113.67433938751,22.577664049452
472,113.6637179,22.5746015,113.67532131098,22.577654516398
473,113.6646996,22.5746015,113.67630704617,22.57763237933
474,113.6656812,22.5746015,113.67730014257,22.577620954195
475,113.622488,22.57549743,113.63399472649,22.578732241976
476,113.6234697,22.57549743,113.63497007462,22.578748447173
477,113.6244513,22.57549743,113.63595233431,22.578759367592
478,113.625433,22.57549743,113.63693745094,22.578764113505
479,113.6264147,22.57549743,113.63791731506,22.578775072439
480,113.6273963,22.57549743,113.63889815113,22.578782783633
481,113.628378,22.57549743,113.6398767131,22.578788563024
482,113.6293597,22.57549743,113.64086167624,22.578794344116
483,113.6303413,22.57549743,113.64183787126,22.578803286849
484,113.631323,22.57549743,113.64281911283,22.578805139698
485,113.6323046,22.57549743,113.64380812568,22.578810738741
486,113.6332863,22.57549743,113.6447902658,22.578812978789
487,113.634268,22.57549743,113.64577421448,22.578817576937
488,113.6352496,22.57549743,113.64675427314,22.578820729138
489,113.6362313,22.57549743,113.64773722251,22.578821895336
490,113.637213,22.57549743,113.64871953727,22.578822976649
491,113.6381946,22.57549743,113.64970012378,22.578815843546
492,113.6391763,22.57549743,113.65068686781,22.578819197413
493,113.640158,22.57549743,113.6516653659,22.578816007901
494,113.6411396,22.57549743,113.65265706929,22.578810527574
495,113.6421213,22.57549743,113.65363536402,22.578803995765
496,113.643103,22.57549743,113.6546198033,22.578800388256
497,113.6440846,22.57549743,113.65560494768,22.578794055207
498,113.6450663,22.57549743,113.65658617643,22.578788584354
499,113.646048,22.57549743,113.65757543889,22.578779820938
500,113.6470296,22.57549743,113.65856404073,22.578774917222
501,113.6480113,22.57549743,113.65954952034,22.5787628057
