OBJECTID,X_WGS84,Y_WGS84
580,113.6332863,22.57728929
581,113.634268,22.57728929
582,113.6352496,22.57728929
583,113.6362313,22.57728929
584,113.637213,22.57728929
585,113.6381946,22.57728929
586,113.6391763,22.57728929
587,113.640158,22.57728929
588,113.6411396,22.57728929
589,113.6421213,22.57728929
590,113.643103,22.57728929
591,113.6440846,22.57728929
592,113.6450663,22.57728929
593,113.646048,22.57728929
594,113.6470296,22.57728929
595,113.6480113,22.57728929
596,113.6489929,22.57728929
597,113.6499746,22.57728929
598,113.6509563,22.57728929
599,113.6519379,22.57728929
600,113.6529196,22.57728929
601,113.6539013,22.57728929
602,113.6548829,22.57728929
603,113.6558646,22.57728929
604,113.6568463,22.57728929
605,113.6578279,22.57728929
606,113.6588096,22.57728929
607,113.6597913,22.57728929
608,113.6607729,22.57728929
609,113.6617546,22.57728929
610,113.6627363,22.57728929
611,113.6637179,22.57728929
612,113.6646996,22.57728929
613,113.6656812,22.57728929
614,113.6205247,22.57818523
615,113.6215063,22.57818523
616,113.622488,22.57818523
617,113.6234697,22.57818523
618,113.6244513,22.57818523
619,113.625433,22.57818523
620,113.6264147,22.57818523
621,113.6273963,22.57818523
622,113.628378,22.57818523
623,113.6293597,22.57818523
624,113.6303413,22.57818523
625,113.631323,22.57818523
626,113.6323046,22.57818523
627,113.6332863,22.57818523
628,113.634268,22.57818523
629,113.6352496,22.57818523
630,113.6362313,22.57818523
631,113.637213,22.57818523
632,113.6381946,22.57818523
633,113.6391763,22.57818523
634,113.640158,22.57818523
635,113.6411396,22.57818523
636,113.6421213,22.57818523
637,113.643103,22.57818523
638,113.6440846,22.57818523
639,113.6450663,22.57818523
640,113.646048,22.57818523
641,113.6470296,22.57818523
642,113.6480113,22.57818523
643,113.6489929,22.57818523
644,113.6499746,22.57818523
645,113.6509563,22.57818523
646,113.6519379,22.57818523
647,113.6529196,22.57818523
648,113.6539013,22.57818523
649,113.6548829,22.57818523
650,113.6558646,22.57818523
651,113.6568463,22.57818523
652,113.6578279,22.57818523
653,113.6588096,22.57818523
654,113.6597913,22.57818523
655,113.6607729,22.57818523
656,113.6617546,22.57818523
657,113.6627363,22.57818523
658,113.6637179,22.57818523
659,113.6646996,22.57818523
660,113.6656812,22.57818523
661,113.6205247,22.57908116
662,113.6215063,22.57908116
663,113.622488,22.57908116
664,113.6234697,22.57908116
665,113.6244513,22.57908116
666,113.625433,22.57908116
667,113.6264147,22.57908116
668,113.6273963,22.57908116
669,113.628378,22.57908116
670,113.6293597,22.57908116
671,113.6303413,22.57908116
672,113.631323,22.57908116
673,113.6323046,22.57908116
674,113.6332863,22.57908116
675,113.634268,22.57908116
676,113.6352496,22.57908116
677,113.6362313,22.57908116
678,113.637213,22.57908116
679,113.6381946,22.57908116
680,113.6391763,22.57908116
681,113.640158,22.57908116
682,113.6411396,22.57908116
683,113.6421213,22.57908116
684,113.643103,22.57908116
685,113.6440846,22.57908116
686,113.6450663,22.57908116
687,113.646048,22.57908116
688,113.6470296,22.57908116
689,113.6480113,22.57908116
690,113.6489929,22.57908116
691,113.6499746,22.57908116
692,113.6509563,22.57908116
693,113.6519379,22.57908116
694,113.6529196,22.57908116
695,113.6539013,22.57908116
696,113.6548829,22.57908116
697,113.6558646,22.57908116
698,113.6568463,22.57908116
699,113.6578279,22.57908116
700,113.6588096,22.57908116
701,113.6597913,22.57908116
702,113.6607729,22.57908116
703,113.6617546,22.57908116
704,113.6627363,22.57908116
705,113.6637179,22.57908116
706,113.6646996,22.57908116
707,113.619543,22.57997709
708,113.6205247,22.57997709
709,113.6215063,22.57997709
710,113.622488,22.57997709
711,113.6234697,22.57997709
712,113.6244513,22.57997709
713,113.625433,22.57997709
714,113.6264147,22.57997709
715,113.6273963,22.57997709
716,113.628378,22.57997709
717,113.6293597,22.57997709
718,113.6303413,22.57997709
719,113.631323,22.57997709
720,113.6323046,22.57997709
721,113.6332863,22.57997709
722,113.634268,22.57997709
723,113.6352496,22.57997709
724,113.6362313,22.57997709
725,113.637213,22.57997709
726,113.6381946,22.57997709
727,113.6391763,22.57997709
728,113.640158,22.57997709
729,113.6411396,22.57997709
730,113.6421213,22.57997709
731,113.643103,22.57997709
732,113.6440846,22.57997709
733,113.6450663,22.57997709
734,113.646048,22.57997709
735,113.6470296,22.57997709
736,113.6480113,22.57997709
737,113.6489929,22.57997709
738,113.6499746,22.57997709
739,113.6509563,22.57997709
740,113.6519379,22.57997709
741,113.6529196,22.57997709
742,113.6539013,22.57997709
743,113.6548829,22.57997709
744,113.6558646,22.57997709
745,113.6568463,22.57997709
746,113.6578279,22.57997709
747,113.6588096,22.57997709
748,113.6597913,22.57997709
749,113.6607729,22.57997709
750,113.6617546,22.57997709
751,113.6627363,22.57997709
752,113.6637179,22.57997709
753,113.6646996,22.57997709
754,113.6185613,22.58087302
755,113.619543,22.58087302
756,113.6205247,22.58087302
757,113.6215063,22.58087302
758,113.622488,22.58087302
759,113.6234697,22.58087302
760,113.6244513,22.58087302
761,113.625433,22.58087302
762,113.6264147,22.58087302
763,113.6273963,22.58087302
764,113.628378,22.58087302
765,113.6293597,22.58087302
766,113.6303413,22.58087302
767,113.631323,22.58087302
768,113.6323046,22.58087302
769,113.6332863,22.58087302
770,113.634268,22.58087302
771,113.6352496,22.58087302
772,113.6362313,22.58087302
773,113.637213,22.58087302
774,113.6381946,22.58087302
775,113.6391763,22.58087302
776,113.640158,22.58087302
777,113.6411396,22.58087302
778,113.6421213,22.58087302
779,113.643103,22.58087302
780,113.6440846,22.58087302
781,113.6450663,22.58087302
782,113.646048,22.58087302
783,113.6470296,22.58087302
784,113.6480113,22.58087302
785,113.6489929,22.58087302
786,113.6499746,22.58087302
787,113.6509563,22.58087302
788,113.6519379,22.58087302
789,113.6529196,22.58087302
790,113.6539013,22.58087302
791,113.6548829,22.58087302
792,113.6558646,22.58087302
793,113.6568463,22.58087302
794,113.6578279,22.58087302
795,113.6588096,22.58087302
796,113.6597913,22.58087302
797,113.6607729,22.58087302
798,113.6617546,22.58087302
799,113.6627363,22.58087302
800,113.6637179,22.58087302
801,113.6185613,22.58176896
802,113.619543,22.58176896
803,113.6205247,22.58176896
804,113.6215063,22.58176896
805,113.622488,22.58176896
806,113.6234697,22.58176896
807,113.6244513,22.58176896
808,113.625433,22.58176896
809,113.6264147,22.58176896
810,113.6273963,22.58176896
811,113.628378,22.58176896
812,113.6293597,22.58176896
813,113.6303413,22.58176896
814,113.631323,22.58176896
815,113.6323046,22.58176896
816,113.6332863,22.58176896
817,113.634268,22.58176896
818,113.6352496,22.58176896
819,113.6362313,22.58176896
820,113.637213,22.58176896
821,113.6381946,22.58176896
822,113.6391763,22.58176896
823,113.640158,22.58176896
824,113.6411396,22.58176896
825,113.6421213,22.58176896
826,113.643103,22.58176896
827,113.6440846,22.58176896
828,113.6450663,22.58176896
829,113.646048,22.58176896
830,113.6470296,22.58176896
831,113.6480113,22.58176896
832,113.6489929,22.58176896
833,113.6499746,22.58176896
834,113.6509563,22.58176896
835,113.6519379,22.58176896
836,113.6529196,22.58176896
837,113.6539013,22.58176896
838,113.6548829,22.58176896
839,113.6558646,22.58176896
840,113.6568463,22.58176896
841,113.6578279,22.58176896
842,113.6588096,22.58176896
843,113.6597913,22.58176896
844,113.6607729,22.58176896
845,113.6617546,22.58176896
846,113.6627363,22.58176896
847,113.6637179,22.58176896
848,113.6175797,22.58266489
849,113.6185613,22.58266489
850,113.619543,22.58266489
851,113.6205247,22.58266489
852,113.6215063,22.58266489
853,113.622488,22.58266489
854,113.6234697,22.58266489
855,113.6244513,22.58266489
856,113.625433,22.58266489
857,113.6264147,22.58266489
858,113.6273963,22.58266489
859,113.628378,22.58266489
860,113.6293597,22.58266489
861,113.6303413,22.58266489
862,113.631323,22.58266489
863,113.6323046,22.58266489
864,113.6332863,22.58266489
865,113.634268,22.58266489
866,113.6352496,22.58266489
867,113.6362313,22.58266489
868,113.637213,22.58266489
869,113.6381946,22.58266489
870,113.6391763,22.58266489
871,113.640158,22.58266489
872,113.6411396,22.58266489
873,113.6421213,22.58266489
874,113.643103,22.58266489
875,113.6440846,22.58266489
876,113.6450663,22.58266489
877,113.646048,22.58266489
878,113.6470296,22.58266489
879,113.6480113,22.58266489
880,113.6489929,22.58266489
881,113.6499746,22.58266489
882,113.6509563,22.58266489
883,113.6519379,22.58266489
884,113.6529196,22.58266489
885,113.6539013,22.58266489
886,113.6548829,22.58266489
887,113.6558646,22.58266489
888,113.6568463,22.58266489
889,113.6578279,22.58266489
890,113.6588096,22.58266489
891,113.6597913,22.58266489
892,113.6607729,22.58266489
893,113.6617546,22.58266489
894,113.6627363,22.58266489
895,113.6175797,22.58356082
896,113.6185613,22.58356082
897,113.619543,22.58356082
898,113.6205247,22.58356082
899,113.6215063,22.58356082
900,113.622488,22.58356082
901,113.6234697,22.58356082
902,113.6244513,22.58356082
903,113.625433,22.58356082
904,113.6264147,22.58356082
905,113.6273963,22.58356082
906,113.628378,22.58356082
907,113.6293597,22.58356082
908,113.6303413,22.58356082
909,113.631323,22.58356082
910,113.6323046,22.58356082
911,113.6332863,22.58356082
912,113.634268,22.58356082
913,113.6352496,22.58356082
914,113.6362313,22.58356082
915,113.637213,22.58356082
916,113.6381946,22.58356082
917,113.6391763,22.58356082
918,113.640158,22.58356082
919,113.6411396,22.58356082
920,113.6421213,22.58356082
921,113.643103,22.58356082
922,113.6440846,22.58356082
923,113.6450663,22.58356082
924,113.646048,22.58356082
925,113.6470296,22.58356082
926,113.6480113,22.58356082
927,113.6489929,22.58356082
928,113.6499746,22.58356082
929,113.6509563,22.58356082
930,113.6519379,22.58356082
931,113.6529196,22.58356082
932,113.6539013,22.58356082
933,113.6548829,22.58356082
934,113.6558646,22.58356082
935,113.6568463,22.58356082
936,113.6578279,22.58356082
937,113.6588096,22.58356082
938,113.6597913,22.58356082
939,113.6607729,22.58356082
940,113.6617546,22.58356082
941,113.6627363,22.58356082
942,113.616598,22.58445675
943,113.6175797,22.58445675
944,113.6185613,22.58445675
945,113.619543,22.58445675
946,113.6205247,22.58445675
947,113.6215063,22.58445675
948,113.622488,22.58445675
949,113.6234697,22.58445675
950,113.6244513,22.58445675
951,113.625433,22.58445675
952,113.6264147,22.58445675
953,113.6273963,22.58445675
954,113.628378,22.58445675
955,113.6293597,22.58445675
956,113.6303413,22.58445675
957,113.631323,22.58445675
958,113.6323046,22.58445675
959,113.6332863,22.58445675
960,113.634268,22.58445675
961,113.6352496,22.58445675
962,113.6362313,22.58445675
963,113.637213,22.58445675
964,113.6381946,22.58445675
965,113.6391763,22.58445675
966,113.640158,22.58445675
967,113.6411396,22.58445675
968,113.6421213,22.58445675
969,113.643103,22.58445675
970,113.6440846,22.58445675
971,113.6450663,22.58445675
972,113.646048,22.58445675
973,113.6470296,22.58445675
974,113.6480113,22.58445675
975,113.6489929,22.58445675
976,113.6499746,22.58445675
977,113.6509563,22.58445675
978,113.6519379,22.58445675
979,113.6529196,22.58445675
980,113.6539013,22.58445675
981,113.6548829,22.58445675
982,113.6558646,22.58445675
983,113.6568463,22.58445675
984,113.6578279,22.58445675
985,113.6588096,22.58445675
986,113.6597913,22.58445675
987,113.6607729,22.58445675
988,113.6617546,22.58445675
989,113.6156164,22.58535269
990,113.616598,22.58535269
991,113.6175797,22.58535269
992,113.6185613,22.58535269
993,113.619543,22.58535269
994,113.6205247,22.58535269
995,113.6215063,22.58535269
996,113.622488,22.58535269
997,113.6234697,22.58535269
998,113.6244513,22.58535269
999,113.625433,22.58535269
1000,113.6264147,22.58535269
